Naziv korisnika;Konto;Klasa;Klasifikacija;Naziv;Iznos (KM)
Bosna i Hercegovina;722700;Prihodi;Analitički konto;Prihodi od izdavanja dozvola u međunarodnim ce.;185.936,35
Bosna i Hercegovina;722700;Prihodi;Analitički konto;Prihodi od registracije fondacija;66.732,00
Bosna i Hercegovina;722700;Prihodi;Analitički konto;Prihodi od ovjere potpisa i pečata u MCPK;56.368,00
Bosna i Hercegovina;722700;Prihodi;Analitički konto;Prihodi od dozvola za obavljanje muđunarodnog.;37.695,00
Bosna i Hercegovina;722700;Prihodi;Analitički konto;Naknade od upisa i izmjene upisa pravnih lica u...;37.500,00
Bosna i Hercegovina;722700;Prihodi;Analitički konto;Prihodi od oglašavanja lijekova stručnoj i širo.;34.400,00
Bosna i Hercegovina;722700;Prihodi;Analitički konto;Prihodi od izrade izvještaja o farmaceutskom kv.;30.540,00
Bosna i Hercegovina;722700;Prihodi;Analitički konto;Prihod od medj. dozvola za prevoz putnika;25.103,61
Bosna i Hercegovina;722700;Prihodi;Analitički konto;Prihodi od izdavanja dozvola za obavljanje naizm.;23.100,00
Bosna i Hercegovina;722700;Prihodi;Analitički konto;Prihodi od izdavanja i izmjene dozvole za obavl.;18.500,00
Bosna i Hercegovina;722700;Prihodi;Analitički konto;Naknada za izdavanje i izmjenu dozvole za proiz.;16.520,00
Bosna i Hercegovina;722700;Prihodi;Analitički konto;Prihodi od izdavanja zaključka o kategorizaciji ...;16.240,00
Bosna i Hercegovina;722700;Prihodi;Analitički konto;Prihodi od oglašavanja medicinskih sredstava st.;11.500,00
Bosna i Hercegovina;722700;Prihodi;Analitički konto;Prihodi od ovjere knjige evidencije;8.985,00
Bosna i Hercegovina;722700;Prihodi;Analitički konto;Prihodi od ovjere reda vožnje za međuentitetsk.;8.420,00
Bosna i Hercegovina;722700;Prihodi;Analitički konto;Naknade od upisa i izmjene upisa pravnih lica u...;6.300,00
Bosna i Hercegovina;722700;Prihodi;Analitički konto;Naknada za upis u registar vjerskih zajednica;5.081,00
Bosna i Hercegovina;722700;Prihodi;Analitički konto;Prihodi od zahtjeva za izdavanje službenog pasoša;2.790,00
Bosna i Hercegovina;722700;Prihodi;Analitički konto;Prihodi od izdavanja potvrde o postojanju i tra.;600,00
Bosna i Hercegovina;722700;Prihodi;Analitički konto;Prihodi od zahtjeva za izdavanje putne isprave;320,00
Bosna i Hercegovina;722700;Prihodi;Analitički konto;Prihodi od dozvola po osnovu izvanrednog prevoz.;80,00
Bosna i Hercegovina;722700;Prihodi;Analitički konto;Prihodi od odobravanja stranom pravnom ili fizičk.;10,00
Bosna i Hercegovina;722800;Prihodi;Sintetički konto;Prihodi od pružanja javnih usluga MVT;17.588.603,79
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Naknada troškova štampanja i kupovine poreskih;3.716.042,89
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 86;3.529.772,40
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 41;3.360.169,50
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Uplata za odobrenja privremenog i stalnog boravka;1.091.895,71
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 83;1.049.089,76
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 84;1.018.514,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 87;932.435,06
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 96;884.712,60
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Prihodi od izdavanja rješenja o nepost. vet-zdrav. smetnj.;427.470,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Veterinarsko-zdravstvena svjedodžba za proizvod;278.505,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Veterinarsko-zdravstvena svjedodžba za ostale c.;203.130,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Naknada troškova za pružene usluge davanja podataka;201.710,79
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Naknada troškova polaganja pravosudnog ispita;167.460,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Prihodi od naknada za polaganje stručnog upravn.;152.380,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 88;132.643,50
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse  - Tarifni broj 105;72.940,05
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 106 - Konkurencijsko vijeće;71.417,87
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 53;58.097,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse  - Tarifni broj 43;34.467,50
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 95;23.120,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 107 - Konkurencijsko vijeće;20.743,68
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Veterinarsko-zdravstvena svjedodžba za pse i mačke;19.185,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 50;17.374,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 85;16.055,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 54;11.130,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Prihodi od izdavanja uvjerenja o porijeklu proi.;9.845,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 77;8.845,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Prihodi od pružanja usluga antidoping kontrole;7.927,27
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 93;6.635,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse  - Tarifni broj 108 - Konkurencijsko vijeće;5.700,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 90;5.045,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 44;4.758,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Prihodi od izdavanja rješenja o registraciji st.;4.450,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Prihodi po osnovu kontrolnih laboratorijskih ana...;3.505,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Naknada troškova po fitosanitarnim zahtjevima;3.371,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 91;3.340,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Svjedodžba o porijeklu i zdravlju domaće i divlj.;3.200,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 68;2.975,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Svjedodžba službenog veterinara za stočnu hranu;2.825,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Naknada tros. za usluge i publ. Agencije za statistiku;2.744,21
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 42;2.655,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 58;2.460,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 57;2.370,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 94;2.340,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 55;1.750,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 73;1.733,50
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 81;1.540,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Veterinarsko-zdravstvena svjedodžba za sirovine;1.315,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 92;1.165,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 66;880,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 69;735,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 67;711,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 40;642,50
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 63;465,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 76;450,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 64;400,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 72;330,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 74;150,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 80;150,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 61;140,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 45;120,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 60;110,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 71;100,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 59;75,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 62;55,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 75;55,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 48;40,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 51;20,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 52;10,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 47;5,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 49;5,00
Bosna i Hercegovina;722900;Prihodi;Sintetički konto;Ostali prihodi od pružanja javnih usluga;9.017.798,44
Bosna i Hercegovina;722900;Prihodi;Analitički konto;Prihodi od knjižica za pasoše;5.226.373,00
Bosna i Hercegovina;722900;Prihodi;Analitički konto;Prihodi od zahtjeva, molbi, prijedloga prijava;1.097.037,58
Bosna i Hercegovina;722900;Prihodi;Analitički konto;Uplata za vozačke dozvole;1.093.714,00
Bosna i Hercegovina;722900;Prihodi;Analitički konto;Uplata za ličnu kartu;628.304,00
Bosna i Hercegovina;722900;Prihodi;Analitički konto;Prihodi od Registra zaloga;478.004,00
Bosna i Hercegovina;722900;Prihodi;Analitički konto;Prihodi od rješenja za koja nije propisana posebna;370.356,86
Bosna i Hercegovina;722900;Prihodi;Analitički konto;Prihodi od izdatih uvjerenja;46.149,00
Bosna i Hercegovina;722900;Prihodi;Analitički konto;Prihodi - lična karta za stranca;17.950,00
Bosna i Hercegovina;722900;Prihodi;Analitički konto;Službeni pasoši;17.000,00
Bosna i Hercegovina;722900;Prihodi;Analitički konto;Prihodi - viza-stiker za stranca;14.663,00
Bosna i Hercegovina;722900;Prihodi;Analitički konto;Takse - Tarifni broj 97;6.200,00
Bosna i Hercegovina;722900;Prihodi;Analitički konto;Prihodi od žalbi proziv rješenja;5.310,00
Bosna i Hercegovina;722900;Prihodi;Analitički konto;Novčane kazne za prekršaje prema Zakonu o zaštiti;4.540,00
Bosna i Hercegovina;722900;Prihodi;Analitički konto;Zajednički pasoši;4.130,00
Bosna i Hercegovina;722900;Prihodi;Analitički konto;Pomorska knjižica;2.580,00
Bosna i Hercegovina;722900;Prihodi;Analitički konto;Takse - Tarifni broj 98;1.265,00
Bosna i Hercegovina;722900;Prihodi;Analitički konto;Prihodi od taksi na podneske kojim se traži mis.;1.105,00
Bosna i Hercegovina;722900;Prihodi;Analitički konto;Diplomatski pasoši;805,00
Bosna i Hercegovina;722900;Prihodi;Analitički konto;Prihodi - putni list za stranca;760,00
Bosna i Hercegovina;722900;Prihodi;Analitički konto;Uplata za saobraćajnu dozvolu;650,00
Bosna i Hercegovina;722900;Prihodi;Analitički konto;Takse koje se uplaćuju za upis u Registar;592,00
Bosna i Hercegovina;722900;Prihodi;Analitički konto;Brodarska knjižica;150,00
Bosna i Hercegovina;722900;Prihodi;Analitički konto;Putni list za stranca;150,00
Bosna i Hercegovina;722900;Prihodi;Analitički konto;Takse - Tarifni broj 99;10,00
Bosna i Hercegovina;723000;Prihodi;Podgrupa;Novčane kazne (neporeske prirode);7.261.377,92
Bosna i Hercegovina;723100;Prihodi;Sintetički konto;Novčane kazne;7.261.377,92
Bosna i Hercegovina;723100;Prihodi;Analitički konto;Prihod od kazni po odredbama Zakona o konkurenc.;2.402.657,31
Bosna i Hercegovina;723100;Prihodi;Analitički konto;Novčane kazne za prekršaje;2.259.279,36
Bosna i Hercegovina;723100;Prihodi;Analitički konto;Prihodi od kazni u kaznenom postupku;947.760,88
Bosna i Hercegovina;723100;Prihodi;Analitički konto;Prihodi od trajno oduzetih predmeta - Sud BiH;723.444,82
Bosna i Hercegovina;723100;Prihodi;Analitički konto;CRA - Prihodi od kazni za prekršaje;305.546,46
Bosna i Hercegovina;723100;Prihodi;Analitički konto;Naknada za izradu memoriskih kartica za digita.;269.610,00
Bosna i Hercegovina;723100;Prihodi;Analitički konto;Prihod od takso Državne Regulatorne agencije;140.320,00
Bosna i Hercegovina;723100;Prihodi;Analitički konto;Prihodi po osnovu troškova postupka - Pravobranitelj;98.444,17
Bosna i Hercegovina;723100;Prihodi;Analitički konto;Prihod od prekršajnih kazni po Zakonu o kretanju;79.360,00
Bosna i Hercegovina;723100;Prihodi;Analitički konto;Uplata troškova vraćanja i stavljanja stranca p.;23.684,92
Bosna i Hercegovina;723100;Prihodi;Analitički konto;Naknada za pristup bazi sudskih odluka VSTV;7.000,00
Bosna i Hercegovina;723100;Prihodi;Analitički konto;Troškovi vođenja prekršajnog postupka;3.120,00
Bosna i Hercegovina;723100;Prihodi;Analitički konto;Prihodi od kazni po Zakonu o javnim nabavkama;550,00
Bosna i Hercegovina;723100;Prihodi;Analitički konto;Sredstva pribavljena prodajom oduzetih predmeta;400,00
Bosna i Hercegovina;723100;Prihodi;Analitički konto;Naknada za izdate licence prevoznika, za vozilo;200,00
Bosna i Hercegovina;-;Prihodi;Grupa;Transferi i donacije;53.393.817,83
Bosna i Hercegovina;731000;Prihodi;Podgrupa;Tekuće potpore iz inostranstva;21.651.668,23
Bosna i Hercegovina;731100;Prihodi;Sintetički konto;Tekuće potpore iz inostranstva;21.651.668,23
Bosna i Hercegovina;731100;Prihodi;Analitički konto;Donacije iz inostranstva;20.773.350,22
Bosna i Hercegovina;731100;Prihodi;Analitički konto;Donacija za MIP;622.318,01
Bosna i Hercegovina;731100;Prihodi;Analitički konto;Donacija UNHCR 1 (veliki projekat);136.000,00
Bosna i Hercegovina;731100;Prihodi;Analitički konto;Donacija UNHCR Ministarstvu sigurnosti;120.000,00
Bosna i Hercegovina;732000;Prihodi;Podgrupa;Primljeni tekući transferi od ostalih nivoa vlasti;128.211,50
Bosna i Hercegovina;732100;Prihodi;Sintetički konto;Primljeni tekući transferi od ostalih nivoa vlasti;128.211,50
Bosna i Hercegovina;732100;Prihodi;Analitički konto;Donacija za Fondaciju Srebrenica-Potočari;100.000,00
Bosna i Hercegovina;732100;Prihodi;Analitički konto;Donacije od ostalih nivoa vlasti;28.211,50
Bosna i Hercegovina;734000;Prihodi;Podgrupa;Vlastiti prihodi;7.396.975,26
Bosna i Hercegovina;734100;Prihodi;Sintetički konto;Vlastiti prihodi;7.396.975,26
Bosna i Hercegovina;735000;Prihodi;Podgrupa;Vanredni prihodi;3.623.806,54
Bosna i Hercegovina;735100;Prihodi;Sintetički konto;Vanredni prihodi;3.623.806,54
Bosna i Hercegovina;735100;Prihodi;Analitički konto;Vanredni prihodi;3.483.271,87
Bosna i Hercegovina;735100;Prihodi;Analitički konto;Prihodi od kazni po odluci Centralne izborne komisije;66.216,44
Bosna i Hercegovina;735100;Prihodi;Analitički konto;Prihodi od naplate štete po osnovu osigur. osnovnih ...;62.702,07
Bosna i Hercegovina;735100;Prihodi;Analitički konto;Prihod GP;8.996,80
Bosna i Hercegovina;735100;Prihodi;Analitički konto;Prihodi za CIK od SMS usluga;2.619,36
Bosna i Hercegovina;736000;Prihodi;Podgrupa;Kontribucije entiteta;20.593.156,30
Bosna i Hercegovina;736100;Prihodi;Sintetički konto;Kontribucije entiteta;20.593.156,30
Bosna i Hercegovina;736100;Prihodi;Analitički konto;Prihodi od UMTS dozvola;17.602.470,00
Bosna i Hercegovina;736100;Prihodi;Analitički konto;Prihod po osnovu izdatih GSM licenci;2.000.000,00
Bosna i Hercegovina;736100;Prihodi;Analitički konto;Prihod od FED - Fond za povratak BiH;700.000,00
Bosna i Hercegovina;736100;Prihodi;Analitički konto;Prihod od Vlade Brčko distrikt - Agencija za statistiku;100.000,00
Bosna i Hercegovina;736100;Prihodi;Analitički konto;Prihod od RS - Fiskalno vijeće BiH;60.686,30
Bosna i Hercegovina;736100;Prihodi;Analitički konto;Prihod od FED. - Fiskalno vijeće BiH;60.000,00
Bosna i Hercegovina;736100;Prihodi;Analitički konto;Prihod od RS za Koordinac. odbor vrhov. institucija;25.000,00
Bosna i Hercegovina;736100;Prihodi;Analitički konto;Prihod od FED za koordinac. odbor vrhovnih institucija;25.000,00
Bosna i Hercegovina;736100;Prihodi;Analitički konto;Prihod od Vlade Brčko distrikt - Fond za reformu javne...;20.000,00
Bosna i Hercegovina;-;Prihodi;Grupa;Primici od imovine;7.667.421,31
Bosna i Hercegovina;811000;Prihodi;Podgrupa;Kapitalni primici od prodaje stalnih sredstava;7.667.421,31
Bosna i Hercegovina;811100;Prihodi;Sintetički konto;Primci od prodaje stalnih sredstava;7.667.421,31
Bosna i Hercegovina;811100;Prihodi;Analitički konto;Primici od prodaje nekretnina;7.272.292,83
Bosna i Hercegovina;811100;Prihodi;Analitički konto;Primici od prodaje prometnih vozila;373.851,89
Bosna i Hercegovina;811100;Prihodi;Analitički konto;Primici od prodaje opreme;12.421,59
Bosna i Hercegovina;811100;Prihodi;Analitički konto;Primici od prodaje tvorničkih objekata i opreme;8.850,00
Bosna i Hercegovina;811100;Prihodi;Analitički konto;Primici od prodaje zemljišta;5,00
Bosna i Hercegovina;-;Prihodi;Grupa;Primici od zaduživanja;0,00
Bosna i Hercegovina;-;Prihodi;Grupa;Ostali prihodi;215,00
Bosna i Hercegovina;778000;Prihodi;Podgrupa;Generalni prihod;215,00
Bosna i Hercegovina;778100;Prihodi;Sintetički konto;Generalni prihod;215,00
Bosna i Hercegovina;-;Rashodi;Grupa;Lična primanja;628.254.676,00
Bosna i Hercegovina;611000;Rashodi;Podgrupa;Plaće i naknade troškova zaposlenih;628.254.676,00
Bosna i Hercegovina;611100;Rashodi;Rashodi po korisnicima - sumarno;Bruto plaće;518.472.774,00
Ministarstvo odbrane BiH;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Ministarstvo odbrane BiH;193.373.217,00
Uprava za indirektno oporezivanje BiH;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Uprava za indirektno oporezivanje BiH;57.424.943,00
Granicna policija BiH;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Granicna policija BiH;51.294.026,00
Ministarstvo vanjskih poslova BiH;611100;Rashodi;Rashodi po korisnicima - sintetički konto;Ministarstvo vanjskih poslova BiH;24.138.709,00
