Naziv korisnika;Konto;Klasa;Klasifikacija;Naziv;Iznos (KM)
Bosna i Hercegovina;722500;Prihodi;Analitički konto;Prihodi od veterinarskih pregleda žive stoke i namirnica životinjskog porijekla na graničnim prelazima;6.826.939,08
Bosna i Hercegovina;722500;Prihodi;Analitički konto;Prihodi od naknada za prelete preko BiH;4.537.687,32
Bosna i Hercegovina;722500;Prihodi;Analitički konto;CRA - Naknade od dozvola za blokove brojeva u mobilnoj mreži;4.511.906,19
Bosna i Hercegovina;722500;Prihodi;Analitički konto;Prihodi od naknada za izdavanje, obnovu i izmjenu dozvole za stavljanje lijeka u promet;4.269.155,00
Bosna i Hercegovina;722500;Prihodi;Analitički konto;Naknade troškova štampanja i kupovine poreskih i kontrolnih markica za duhan, alkoholna pića i vina;2.971.389,39
Bosna i Hercegovina;722500;Prihodi;Analitički konto;Prihodi od kontrole kvaliteta lijeka;2.808.839,71
Bosna i Hercegovina;722500;Prihodi;Analitički konto;Naknada za pokretanje žalbenog postupka;1.529.262,67
Bosna i Hercegovina;722500;Prihodi;Analitički konto;CRA - Naknade od dozvola za operatere mobilnih komunikacija;1.500.000,00
Bosna i Hercegovina;722500;Prihodi;Analitički konto;CRA - Naknade od dozvola za korištenje negeografskih i kratkih brojeva i kodova za potrebe mreže i signalizacije;1.239.859,78
Bosna i Hercegovina;722500;Prihodi;Analitički konto;CRA - Naknade od dozvola za operatera fiksne telefonije;1.201.875,00
Bosna i Hercegovina;722500;Prihodi;Analitički konto;Naknade za izdavanje licenci poštanskim emiterima i vršenju poštanskih usluga;869.242,29
Bosna i Hercegovina;722500;Prihodi;Analitički konto;Prihodi od upisa, izmjene i obnove upisa medicinskih sredstava u registar medicinskih sredstava;653.275,00
Bosna i Hercegovina;722500;Prihodi;Analitički konto;CRA - Naknade za dozvole za obavljanje djelatnosti operatera javnih elektronskih komunikacionih mreža;574.682,95
Bosna i Hercegovina;722500;Prihodi;Analitički konto;CRA - Naknade od dozvola za blokove brojeva u fiksnoj telefoniji;544.843,43
Bosna i Hercegovina;722500;Prihodi;Analitički konto;CRA - Naknade od dozvola za pružanje fiksnih javnih telefonskih usluga;489.406,59
Bosna i Hercegovina;722500;Prihodi;Analitički konto;Prihodi od registra zaloga;487.876,00
Bosna i Hercegovina;722500;Prihodi;Analitički konto;Prihodi od posebnih naknada BH DCA;471.459,62
Bosna i Hercegovina;722500;Prihodi;Analitički konto;Prihodi od izdavanja rješenja o nepostojanju veterinarsko zdravstvenih smetnji;427.088,00
Bosna i Hercegovina;722500;Prihodi;Analitički konto;Prihodi od izdavanja saglasnosti, odnosno dozvole za uvoz-izvoz lijekova i medicinskih sredstava;374.165,24
Bosna i Hercegovina;722500;Prihodi;Analitički konto;CRA - Prihodi od dozvola za emitovanje;360.921,79
Bosna i Hercegovina;722500;Prihodi;Analitički konto;Naknada za izradu memorijskih kartica za digitalni tahograf;351.956,00
Bosna i Hercegovina;722500;Prihodi;Analitički konto;CRA - Naknade od dozvola za pružanje usluga na univerzalnim mobilnim telekomunikacijskim sistemima;300.000,00
Bosna i Hercegovina;722500;Prihodi;Analitički konto;CRA - Naknade za dozvole u radiokomunikacijama;299.863,21
Bosna i Hercegovina;722500;Prihodi;Analitički konto;Naknade troškova za pružene usluge davanja podataka iz centralne evidencije podataka državljanja BiH;294.898,80
Bosna i Hercegovina;722500;Prihodi;Analitički konto;Naknada polaganja stručnog upravnog ispita na nivou BiH;281.540,00
Bosna i Hercegovina;722500;Prihodi;Analitički konto;Naknada troškova polaganja pravosudnog ispita na nivou BiH;254.575,00
Bosna i Hercegovina;722500;Prihodi;Analitički konto;Naknada za postupak prijave i izdavanje dozvole za kliničko ispitivanje lijekova;248.522,95
Bosna i Hercegovina;722500;Prihodi;Analitički konto;Veterinarsko-zdravstvena svjedodžba za proizvode životinjskog porijekla;181.210,00
Bosna i Hercegovina;722500;Prihodi;Analitički konto;Vetrinarsko-zdravstvena svjedodžba za ostale certifikate;166.385,00
Bosna i Hercegovina;722500;Prihodi;Analitički konto;Prihodi od Taxi Državne Regulatorne agencije za radijacijsku i nuklearnu sigurnost u BiH;135.710,00
Bosna i Hercegovina;722500;Prihodi;Analitički konto;CRA -Naknade od dozvola za televizijsko emitovanje putem drugih elektronskih komunikacijskih mreža;112.714,69
Bosna i Hercegovina;722500;Prihodi;Analitički konto;CRA - Naknade od dozvola za distribuciju audiovizuelnih medijskih usluga i medijskih usluga radija;102.643,83
Bosna i Hercegovina;722500;Prihodi;Analitički konto;CRA - Administrativno-tehničku obradu zahtjeva;84.322,43
Bosna i Hercegovina;722500;Prihodi;Analitički konto;Naknade za izdate licence prevoznika, za vozilo i kartice za vozače;82.845,00
Bosna i Hercegovina;722500;Prihodi;Analitički konto;Takse - Tarifni broj 106 - Konkurencijsko vijeće;78.852,81
Bosna i Hercegovina;722500;Prihodi;Analitički konto;Prihodi od registracije fondacija;74.960,00
Bosna i Hercegovina;722500;Prihodi;Analitički konto;CRA - Prihodi internet - servis;68.677,85
Bosna i Hercegovina;722500;Prihodi;Analitički konto;Takse - Tarifni broj 107 - Konkurencijsko vijeće;65.076,28
Bosna i Hercegovina;722500;Prihodi;Analitički konto;Naknade od upisa i izmjene upisa pravnih lica u registar veletrgovca medicinskih sredstava;63.200,00
Bosna i Hercegovina;722500;Prihodi;Analitički konto;Veterinarsko-zdravstvena svjedodžba za pse i mačke;48.527,00
Bosna i Hercegovina;722500;Prihodi;Analitički konto;Prihodi od oglašavanja lijekova stručnoj i široj javnosti;44.400,00
Bosna i Hercegovina;722500;Prihodi;Analitički konto;Naknade za usluge školovanja i boravka u Agenciji za školovanje i stručno usavršavanje kadrova BiH;38.709,00
Bosna i Hercegovina;722500;Prihodi;Analitički konto;Naknada troškova vraćanja i stavljanja stranca pod nadzor;34.019,70
Bosna i Hercegovina;722500;Prihodi;Analitički konto;Naknade za izdavanje licence, dozvole potvrde o sigurnosti;31.015,00
Bosna i Hercegovina;722500;Prihodi;Analitički konto;Naknade po fitosanitarnim zahtjevima za drveni materijal u međunarodnom...;25.500,00
Bosna i Hercegovina;722500;Prihodi;Analitički konto;Prihodi od izdavanja zaključka o kategorizaciji;22.566,50
Bosna i Hercegovina;722500;Prihodi;Analitički konto;Prihodi od izdavanja i izmjene dozvole za obavljanje prometa lijekova na veliko;20.900,00
Bosna i Hercegovina;722500;Prihodi;Analitički konto;Naknade za tendersku dokumentaciju;18.152,15
Bosna i Hercegovina;722500;Prihodi;Analitički konto;Prihodi od zahtjeva za JMBG u DKP BiH;17.540,07
Bosna i Hercegovina;722500;Prihodi;Analitički konto;Naknade za upis u registar vjerskih zajednica;11.480,00
Bosna i Hercegovina;722500;Prihodi;Analitički konto;Takse  - Tarifni broj 108 - Konkurencijsko vijeće;10.501,38
Bosna i Hercegovina;722500;Prihodi;Analitički konto;Naknade od upisa i izmjene upisa pravnih lica u registar proizvođača medicinskih sredstava;10.300,00
Bosna i Hercegovina;722500;Prihodi;Analitički konto;Prihodi od oglašavanja medicinskih sredstava stručnoj i široj javnosti;8.000,00
Bosna i Hercegovina;722500;Prihodi;Analitički konto;Prihodi od ovjere knjige evidencije;7.379,00
Bosna i Hercegovina;722500;Prihodi;Analitički konto;Naknada za pristup bazi sudskih odluka VSTV;6.700,00
Bosna i Hercegovina;722500;Prihodi;Analitički konto;Prihodi po osnovu kontrolnih labaratorijskih analiza;6.179,70
Bosna i Hercegovina;722500;Prihodi;Analitički konto;Naknade za izdavanje i izmjenu dozvole za proizvodnju lijeka;3.895,36
Bosna i Hercegovina;722500;Prihodi;Analitički konto;Naknade za upis u registar, upis promjena u registru, izvod iz registra;3.830,00
Bosna i Hercegovina;722500;Prihodi;Analitički konto;Prihodi od naknada za izradu izvještaja o farmaceutskom kvalitetu lijeka;3.423,50
Bosna i Hercegovina;722500;Prihodi;Analitički konto;Naknade po Zakonu o slobodi pristupa informacijama;3.179,00
Bosna i Hercegovina;722500;Prihodi;Analitički konto;Naknada troškova usluga i publikacije - Agencija za statistiku BiH;2.863,26
Bosna i Hercegovina;722500;Prihodi;Analitički konto;Svjedodžba o porijeklu i zdravlju domaće i divlje peradi;2.713,31
Bosna i Hercegovina;722500;Prihodi;Analitički konto;Prihodi od pružanja usluga antidoping kontrole;1.850,67
Bosna i Hercegovina;722500;Prihodi;Analitički konto;Veterinarsko-zdravstvena svjedodžba za sirovine životinjskog porijekla;1.750,00
Bosna i Hercegovina;722500;Prihodi;Analitički konto;Svjedodžba službenog veterinara za stočnu hranu;1.617,00
Bosna i Hercegovina;722500;Prihodi;Analitički konto;Prihodi od naknada za izdavanje, obnovu i izmjenu dozvole za stavljanje homeopatskog lijeka u promet;500,00
Bosna i Hercegovina;722500;Prihodi;Analitički konto;Naknada za obradu zahtjeva za priznavanje dokumenata usklađenosti i znakova o usklađenosti izdatih u inostranstvu;50,85
Bosna i Hercegovina;722500;Prihodi;Analitički konto;Naknade za izdavanje rješenja za GMO hranu;35,00
Bosna i Hercegovina;722500;Prihodi;Analitički konto;Prihodi od potvrde o postojanju i trajanju entitetske dozvole;10,00
Bosna i Hercegovina;722500;Prihodi;Analitički konto;Prihodi od naknada za izdavanje, obnovu i izmjenu dozvole za stavljanje tradicionalnog lijeka u promet;5,00
Bosna i Hercegovina;722600;Prihodi;Sintetički konto;Prihodi od pružanja javnih usluga i vlastiti prihodi;6.019.503,08
Bosna i Hercegovina;722600;Prihodi;Analitički konto;Vlastiti prihodi budžetskih korisnika;6.019.503,08
Bosna i Hercegovina;722700;Prihodi;Sintetički konto;Neplanirane uplate-prihodi;7.982.746,44
Bosna i Hercegovina;722700;Prihodi;Analitički konto;Uplate sredstava za poplavljena područja u BiH;5.453.041,05
Bosna i Hercegovina;722700;Prihodi;Analitički konto;Ostali prihodi;2.275.877,53
Bosna i Hercegovina;722700;Prihodi;Analitički konto;Prihod od naplate premije osiguranja;140.580,40
Bosna i Hercegovina;722700;Prihodi;Analitički konto;Prihodi od refundacije bolovanja iz ranijih godina;96.848,13
Bosna i Hercegovina;722700;Prihodi;Analitički konto;Prihodi od prekršajnog garantnog otpusta (Prihodi od garancije);11.607,39
Bosna i Hercegovina;722700;Prihodi;Analitički konto;Povrat naknada troškova zaposlenih;4.128,88
Bosna i Hercegovina;722700;Prihodi;Analitički konto;Prihodi od ostalih refundacija;663,06
Bosna i Hercegovina;722800;Prihodi;Sintetički konto;Takse na spise i radnje u postupku indirektnog oporezivanja;22.763.664,60
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 86;15.484.569,60
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 87;2.193.379,01
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 83;2.000.241,96
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 96;1.795.739,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 84;1.091.884,70
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 88;142.450,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 95;23.185,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 85;17.080,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 97;4.135,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 98;3.270,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 93;3.170,34
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 90;2.140,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 91;1.560,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 92;510,00
Bosna i Hercegovina;722800;Prihodi;Analitički konto;Takse - Tarifni broj 94;350,00
Bosna i Hercegovina;722900;Prihodi;Sintetički konto;Naknade i takse od ličnih i putnih isprava i registracije vozila u BiH;45.521.138,50
Bosna i Hercegovina;722900;Prihodi;Analitički konto;Uplata za vozačke dozvole;18.361.595,70
Bosna i Hercegovina;722900;Prihodi;Analitički konto;Uplata za ličnu kartu;16.450.298,50
Bosna i Hercegovina;722900;Prihodi;Analitički konto;Prihodi od knjižica za pasoše;7.166.255,30
Bosna i Hercegovina;722900;Prihodi;Analitički konto;Stiker naljepnica;1.494.101,40
Bosna i Hercegovina;722900;Prihodi;Analitički konto;Registarske tablice sa međunarodnom oznakom BiH motorna vozila;786.940,53
Bosna i Hercegovina;722900;Prihodi;Analitički konto;Potvrda o registraciji;533.770,88
Bosna i Hercegovina;722900;Prihodi;Analitički konto;Potvrda o vlasništvu vozila;201.966,45
Bosna i Hercegovina;722900;Prihodi;Analitički konto;Za izgubljene, uništene i nestale tablice za par;153.213,18
Bosna i Hercegovina;722900;Prihodi;Analitički konto;Registarske tablice sa međunarodnom oznakom BiH za priključna vozila, motocikle i bicikle s motorom;92.970,00
Bosna i Hercegovina;722900;Prihodi;Analitički konto;Prekogranične propusnice;92.385,00
Bosna i Hercegovina;722900;Prihodi;Analitički konto;Probne tablice sa međunarodnom oznakom BiH;59.719,60
Bosna i Hercegovina;722900;Prihodi;Analitički konto;Putni list;59.702,26
Bosna i Hercegovina;722900;Prihodi;Analitički konto;Registarske tablice za privremeno registrovana vozila sa međunarodnom oznakom BiH;31.380,00
Bosna i Hercegovina;722900;Prihodi;Analitički konto;Službeni pasoši;13.471,00
Bosna i Hercegovina;722900;Prihodi;Analitički konto;Registarske tablice za vozila diplomatskih i konzularnih predstavništva u BiH;10.302,00
Bosna i Hercegovina;722900;Prihodi;Analitički konto;Za izgubljene, uništene i nestale tablice za priključna vozila, motocikle;4.314,78
Bosna i Hercegovina;722900;Prihodi;Analitički konto;Uplata za saobraćajnu dozvolu;2.197,00
Bosna i Hercegovina;722900;Prihodi;Analitički konto;Pomorska knjižica;1.970,00
Bosna i Hercegovina;722900;Prihodi;Analitički konto;Diplomatski pasoši;1.765,00
Bosna i Hercegovina;722900;Prihodi;Analitički konto;Putna isprava za izbjeglice;1.560,00
Bosna i Hercegovina;722900;Prihodi;Analitički konto;Zajednički pasoši;600,00
Bosna i Hercegovina;722900;Prihodi;Analitički konto;Brodarska knjižica;530,00
Bosna i Hercegovina;722900;Prihodi;Analitički konto;Putni list za stranca;120,00
Bosna i Hercegovina;722900;Prihodi;Analitički konto;Putna isprava za lice bez državljanstva;10,00
Bosna i Hercegovina;723000;Prihodi;Podgrupa;Novčane kazne (neporeske prirode);5.427.354,56
Bosna i Hercegovina;723100;Prihodi;Sintetički konto;Novčane kazne;5.427.354,56
Bosna i Hercegovina;723100;Prihodi;Analitički konto;Novčane kazne za prekršaje;2.043.146,11
Bosna i Hercegovina;723100;Prihodi;Analitički konto;Prihodi od kazni u kaznenom postupku;1.035.938,78
Bosna i Hercegovina;723100;Prihodi;Analitički konto;Prihod od kazni po odredbama Zakona o konkurenc.;703.673,12
Bosna i Hercegovina;723100;Prihodi;Analitički konto;Sredstva pribavljena prodajom oduzetih predmeta;557.820,98
Bosna i Hercegovina;723100;Prihodi;Analitički konto;Prihodi po osnovu troškova postupka - Pravobranitelj;551.636,11
Bosna i Hercegovina;723100;Prihodi;Analitički konto;Prihod od prekršajnih kazni po Zakonu o kretanju i boravku stranaca i azilu;256.543,00
Bosna i Hercegovina;723100;Prihodi;Analitički konto;Prihodi od kazni po odluci Centralne izborne komisije;159.371,52
Bosna i Hercegovina;723100;Prihodi;Analitički konto;CRA - Prihodi od kazni za prekršaje;88.403,40
